"PIN","PlanName","State","Participants","Year","Payment","Data_Accessed"
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b1","ALA Lithographic Industry Pension Plan","NY",2644,2019,9851400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b2","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2019,20104600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b3","Asbestos Workers Local 64 Pension Fund","OK",86,2019,741500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b4","Bakery & Sales Drivers Local 33 Partition","MD",198,2019,1370900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b5","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2019,98600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b6","Beverage & Brewery Drivers Local 67 PP","MD",166,2019,498200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b7","Brewery Workers Local 87 PP","OH",69,2019,226400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b8","Bricklayers Local 1 of Richmond","PA",160,2019,65000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b9","Buffalo Carpenters Pension Fund","NY",633,2019,4092600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b10","California Frozen Food Industry Pension Plan","CA",327,2019,301500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b11","Carpenters Industrial Council of Eastern PA Pension Fund","NJ",177,2019,625800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b12","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2019,351205,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b13","Cement Masons Local 521 Pension Plan","TN",53,2019,254700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b14","Cement Masons Local 681 Pension PL","TX",205,2019,795900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b15","Cement Masons Local Union 783","TX",32,2019,67200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b16","Chicago Foundry Workers Pension PL","IL",282,2019,614200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b17","Council 30 Retirement Plan - Sanders Plan","MI",144,2019,190000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b18","CTDU Partition Pension Fund","IL",1379,2019,4717400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b19","District 65 Pension Plan","NJ",5023,2019,13215200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b20","Detroit Typographical Union Local 18","FL",271,2019,229700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b21","Electronics 431 Pension Fund ","NY",541,2019,1150400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b22","GCIU Detroit Newspapaers Local 13N","MI",351,2019,3046100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b23","Graphic Arts Pressroom Retirement Plan","MA",59,2019,50000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b24","Graphic Communications Local 17M","IN",106,2019,112100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b25","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2019,486900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b26","Graphic Communications Local 2C","MT",427,2019,1988300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b27","IATSE & MPMO Local 252","CA",9,2019,36800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b28","Insulators Local Union 112 Pension T F","LA",147,2019,907000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b29","Intern'l Assoc. of Machinists & Aerospace Workers AFL-CIO Local Lodge PM 2848 Defined Benefit Pension Plan","MI",575,2019,1740000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b30","Int'l Union of Tool, Die & Mold Makers","NJ",100,2019,450800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b31","Ironworkers Local No.6 Pension Plan","NY",457,2019,1870700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b32","Joint Division 1541 - Boulevard PF","NJ",67,2019,170600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b33","Kern County Plasterers ","CA",20,2019,17300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b34","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2019,142200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b35","Local 29 RWDSU Pension Plan","NY",176,2019,304600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b36","Local 74 Metal Spinners Retire Fund","NY",171,2019,530600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b37","Local 76 Resort Hotel Pension Fund","NY",219,2019,634000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b38","Local 413 Pension Trust Fund","NY",614,2019,1508900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b39","Local 447 Pension Fund","NY",740,2019,3686400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b40","Local 531 Pension Fund","NY",107,2019,470200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b41","Local 976 -PSA-ILA","NY",98,2019,504800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b42","Local 592 - UFCW","NY",72,2019,158000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b43","Local One Photoengravers Pension Fd","NY",350,2019,564200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b44","Local 1482 Paint & Allied Products Mfgrs","NJ",51,2019,694500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b45","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2019,25400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b46","UFCW Local 919 ","CT",735,2019,2038100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b47","Maintenance Empls Teamsters Local 416","OH",257,2019,1298800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b48","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2019,690900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b49","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2019,466400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b50","Milk Industry Office Employees","NY",36,2019,257900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b51","Milwaukee Projectionists Local 164","WI",23,2019,75000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b52","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2019,447900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b53","New Bedford FishLumpers ","MA",35,2019,125800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b54","NMU Great Lakes Pension Plan","MD",91,2019,189300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b55","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2019,958100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b56","Plasterers & Cement Masons Local 94 Partitioned Plan","PA",43,2019,82300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b57","Printing Industry & Union Consolidated Pension Plan","PA",171,2019,234000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b58","Production Service and Sales District Council Pension Fund","NY",2603,2019,6838100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b59","PSA-ILA Pension Plan and Trust ","MS",57,2019,263400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b60","Retail Local 906","NY",102,2019,83600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b61","Retirement Fund of the Fur Manufacturing Industry","NY",636,2019,438700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b62","Retirement  Plan of UFCW Local 1102 Retirement Fund","NY",184,2019,369600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b63","Road Carriers Local 707","NY",2933,2019,15418800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b64","Roofers' Local 195 Pension Plan","NY",128,2019,324300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b65","Roofers Union Local 211 Pension Plan (aka Grand Rapids Roofers)","MI",12,2019,34600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b66","Schiffli Embroidery Workers Pension Plan","NJ",875,2019,1182100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b67","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2019,5651000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b68","Southern Council of Industrial Workers","WV",281,2019,303700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b69","Teamsters Local 240 Pension Fund","MD",63,2019,82800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b70","Teamsters Local 264 Van Drivers","NY",39,2019,142900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b71","Teamsters Local 575 Pension Fund","NJ",80,2019,194400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b72","Textile Processors Service Trades Health Care Union Local 1","OH",415,2019,592300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b73","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2019,153600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b74","UFCW Local 50","NY",850,2019,3787700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b75","UFCW Local 174 Pension Fund","NY",2285,2019,9116000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b76","UFCW Local 174 Retail Pension Fund","NY",741,2019,1974100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b77","UFCW Local 1049 Retirement Fund","NJ",178,2019,334000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b78","UFCW Local 1262 ","NJ",604,2019,945500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b79","UFCW Pension Fund of Northeast. PA","PA",943,2019,3884000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b80"," Union De Tronquistas De Puerto Rico Local 901 Pension Plan","PR",1613,2019,660000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b81","United Furniture Workers Successor PF","TN",3118,2019,7305100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b82","United Optical Workers Pension Fund","NY",437,2019,547100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b83","Washington-Oregon Furniture Workers Pension Fund","WA",99,2019,60000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b84","Western Growers Pension Plan & Trust ""A""","CA",1577,2019,3882300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b85","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2019,2693800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b86","Wyoming Carpenters' Pension Plan","WY",272,2019,1162000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b87","ALA Lithographic Industry Pension Plan","NY",2644,2018,9283000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b88","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2018,21957100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b89","Asbestos Workers Local 64 Pension Fund","OK",86,2018,722700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b90","Bakery & Sales Drivers Local 33 Partition","MD",198,2018,1394400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b91","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2018,111000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b92","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2018,141500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b93","Brewery Workers Local 87 PP","OH",69,2018,267900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b94","Buffalo Carpenters Pension Fund","NY",633,2018,4303800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b95","California Frozen Food Industry Pension Plan","CA",327,2018,366500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b96","Carpenters Industrial Council of Eastern PA Pension Fund","NJ",177,2018,511800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b97","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2018,41500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b98","Cement Masons Local 521 Pension Plan","TN",53,2018,78000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b99","Cement Masons Local 681 Pension PL","TX",205,2018,860700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b100","Cement Masons Local Union 783","TX",32,2018,129700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b101","Chicago Foundry Workers Pension PL","IL",282,2018,518100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b102","Council 30 Retirement Plan - Sanders Plan","MI",144,2018,204900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b103","CTDU Partition Pension Fund","IL",1379,2018,4965000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b104","District 65 Pension Plan","NJ",5023,2018,14302600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b105","Detroit Typographical Union Local 18","FL",271,2018,427100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b106","Electronics 431 Pension Fund ","NY",541,2018,1215500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b107","Graphic Arts Pressroom Retirement Plan","MA",59,2018,46600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b108","Graphic Communications Local 17M","IN",106,2018,118200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b109","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2018,594200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b110","Graphic Communications Local 2C","MT",427,2018,2093300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b111","IATSE & MPMO Local 252","CA",9,2018,59900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b112","Insulators Local Union 112 Pension T F","LA",147,2018,739200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b113","Intern'l Assoc. of Machinists & Aerospace Workers AFL-CIO Local Lodge PM 2848 Defined Benefit Pension Plan","MI",575,2018,1745300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b114","Int'l Union of Tool, Die & Mold Makers","NJ",100,2018,305400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b115","Ironworkers Local No.6 Pension Plan","NY",457,2018,1653400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b116","Joint Division 1541 - Boulevard PF","NJ",67,2018,176000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b117","Kern County Plasterers ","CA",20,2018,746000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b118","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2018,92100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b119","Local 29 RWDSU Pension Plan","NY",176,2018,299700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b120","Local 74 Metal Spinners Retire Fund","NY",171,2018,600200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b121","Local 76 Resort Hotel Pension Fund","NY",219,2018,639600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b122","Local 413 Pension Trust Fund","NY",614,2018,1560800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b123","Local 447 Pension Fund","NY",740,2018,3860500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b124","Local 531 Pension Fund","NY",107,2018,508800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b125","Local 976 -PSA-ILA","NY",98,2018,496300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b126","Local 592 - UFCW","NY",72,2018,173600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b127","Local One Photoengravers Pension Fd","NY",350,2018,603000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b128","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2018,28700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b129","UFCW Local 919 ","CT",735,2018,2040000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b130","Maintenance Empls Teamsters Local 416","OH",257,2018,1400900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b131","Massachusetts Leather Pension Plan","MA",256,2018,630,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b132","Master Electro Platers Employees Pension Plan","CT",85,2018,6110,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b133","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2018,740200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b134","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2018,468200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b135","Milk Industry Office Employees","NY",36,2018,324200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b136","Milwaukee Projectionists Local 164","WI",23,2018,92100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b137","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2018,445900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b138","New Bedford FishLumpers ","MA",35,2018,133600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b139","NMU Great Lakes Pension Plan","MD",91,2018,173300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b140","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2018,1016400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b141","Printing Industry & Union Consolidated Pension Plan","PA",171,2018,238500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b142","Production Service and Sales District Council Pension Fund","NY",2603,2018,7765700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b143","PSA-ILA Pension Plan and Trust ","MS",57,2018,245100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b144","Retail Local 906","NY",102,2018,85300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b145","Retirement Fund of the Fur Manufacturing Industry","NY",636,2018,439300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b146","Retirement  Plan of UFCW Local 1102 Retirement Fund","NY",184,2018,393000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b147","Road Carriers Local 707","NY",2933,2018,15448900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b148","Roofers' Local 195 Pension Plan","NY",128,2018,544400,2024-07-30 20:28:50.92093
