DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,24,$15355.25,$5308.91,$4513.75
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,100,$15276.58,$5503.96,$4349.96
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,16,$12849.93,$5244.12,$4403.12
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,45,$14213.22,$4624.53,$3657.40
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,78,$16022.79,$5561.38,$4669.79
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,WOODRUFF,WI,54568,WI - Marshfield,17,$14494.41,$5550.41,$4620.05
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520095,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,PRAIRIE DU SAC,WI,53578,WI - Madison,16,$9206.87,$5419.50,$3746.87
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,81,$11314.64,$5285.80,$4345.75
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,WI - Green Bay,13,$10737.53,$4952.30,$3211.61
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,89,$15208.62,$8012.17,$6529.16
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520102,AURORA LAKELAND MED CTR,W3985 CTY RD NN,ELKHORN,WI,53121,WI - Milwaukee,30,$11740.36,$4808.40,$4021.33
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,82,$11803.63,$4384.92,$3473.56
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,MANITOWOC,WI,54221,WI - Green Bay,37,$10790.64,$4538.24,$3657.05
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520109,"MILE BLUFF MEDICAL CENTER, INC",1050 DIVISION ST,MAUSTON,WI,53948,WI - Madison,15,$10804.73,$5292.00,$4388.53
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,52,$10486.28,$4570.40,$3837.63
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520116,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,125 HOSPITAL DR,WATERTOWN,WI,53098,WI - Madison,13,$10666.84,$5107.07,$4267.30
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,39,$13894.92,$6313.23,$5235.84
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,264,$19453.15,$5742.90,$4741.79
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,141,$17520.57,$4635.50,$3759.19
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,36,$8957.55,$4342.13,$3342.13
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520170,WHEATON FRANCISCAN INC - ELMBROOK MEMORIAL,19333 W NORTH AVE,BROOKFIELD,WI,53045,WI - Milwaukee,27,$12759.33,$4373.44,$3586.33
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,162,$14948.83,$7505.12,$6700.23
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520189,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,WI - Milwaukee,29,$16408.75,$4983.62,$4288.72
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,22,$14085.72,$5271.45,$3415.50
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520198,AURORA MED CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WI - Neenah,25,$14530.64,$4318.96,$3287.76
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,13,$10480.76,$4342.15,$3565.84
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520204,"WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC",10101 SOUTH 27TH STREET,FRANKLIN,WI,53132,WI - Milwaukee,15,$17096.13,$4211.06,$3311.86
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,WI - Milwaukee,42,$15038.35,$3973.76,$3085.09
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,19,$33527.05,$9472.42,$8643.36
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,11,$24590.54,$11342.81,$10425.36
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,35,$22123.05,$9409.00,$7780.74
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,11,$35275.27,$10948.09,$9693.27
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,14,$17631.42,$9812.00,$9169.71
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,21,$21387.52,$11298.52,$10764.04
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,86,$48309.95,$19540.44,$17019.81
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,28,$31058.71,$12098.78,$11286.96
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,100,$48146.85,$12416.61,$11654.74
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,24,$29700.83,$9453.33,$8927.04
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,82,$30498.86,$15186.71,$13761.46
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,21,$30189.38,$10063.47,$9371.85
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,12,$19087.50,$6356.41,$3875.50
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,11,$19593.36,$5813.90,$5099.36
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,14,$22916.28,$7289.50,$6485.50
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,25,$15413.40,$5947.60,$4748.72
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,11,$11650.18,$5776.45,$5007.54
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,24,$19632.25,$6578.20,$6013.54
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,12,$10935.41,$6512.66,$5857.66
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,17,$20136.17,$6623.58,$5961.47
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,112,$25957.62,$10775.61,$9022.37
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,15,$14996.33,$5587.26,$5063.26
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520109,"MILE BLUFF MEDICAL CENTER, INC",1050 DIVISION ST,MAUSTON,WI,53948,WI - Madison,16,$13590.00,$6350.50,$5645.00
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,11,$12831.81,$5991.00,$5173.54
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,90,$27320.15,$7318.38,$6354.66
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,16,$22467.68,$5978.68,$5292.37
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,82,$29026.03,$10383.23,$9314.73
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,11,$20274.72,$5392.90,$4475.45
811 - RED BLOOD CELL DISORDERS W MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,11,$37028.18,$7651.00,$7239.36
811 - RED BLOOD CELL DISORDERS W MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,18,$24031.61,$8569.38,$7762.50
811 - RED BLOOD CELL DISORDERS W MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,16,$20806.75,$8500.75,$7730.50
811 - RED BLOOD CELL DISORDERS W MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,11,$22665.90,$8897.81,$8286.18
811 - RED BLOOD CELL DISORDERS W MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,12,$18297.00,$9094.08,$7312.00
811 - RED BLOOD CELL DISORDERS W MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,13,$20117.07,$9992.69,$9211.46
811 - RED BLOOD CELL DISORDERS W MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,44,$40023.11,$10245.63,$9514.00
811 - RED BLOOD CELL DISORDERS W MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,11,$24828.09,$7176.18,$6358.72
811 - RED BLOOD CELL DISORDERS W MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,22,$24980.27,$11479.22,$10403.54
812 - RED BLOOD CELL DISORDERS W/O MCC,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,900 ILLINOIS AVE,STEVENS POINT,WI,54481,WI - Marshfield,13,$10155.53,$4624.15,$3671.23
812 - RED BLOOD CELL DISORDERS W/O MCC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,17,$15921.41,$5358.17,$4365.00
812 - RED BLOOD CELL DISORDERS W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,27,$20351.85,$5381.81,$3758.40
812 - RED BLOOD CELL DISORDERS W/O MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,13,$21974.30,$5331.84,$4640.15
812 - RED BLOOD CELL DISORDERS W/O MCC,520019,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,WI - Wausau,11,$21278.81,$5183.00,$4362.63
812 - RED BLOOD CELL DISORDERS W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,21,$14105.90,$4770.00,$4129.23
812 - RED BLOOD CELL DISORDERS W/O MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,14,$14710.00,$4504.50,$3628.78
812 - RED BLOOD CELL DISORDERS W/O MCC,520028,THE MONROE CLINIC,2005 5TH STREET,MONROE,WI,53566,WI - Madison,17,$14012.82,$4964.64,$4304.41
812 - RED BLOOD CELL DISORDERS W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,37,$12879.78,$4738.83,$3982.62
812 - RED BLOOD CELL DISORDERS W/O MCC,520035,AURORA SHEBOYGAN MEM MED CTR,2629 N 7TH ST,SHEBOYGAN,WI,53083,WI - Milwaukee,11,$10852.27,$4726.81,$4218.09
812 - RED BLOOD CELL DISORDERS W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,17,$17314.41,$5676.76,$5146.00
812 - RED BLOOD CELL DISORDERS W/O MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,32,$16820.25,$5855.25,$4983.46
812 - RED BLOOD CELL DISORDERS W/O MCC,520059,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,WI - Milwaukee,14,$12805.21,$4532.42,$3894.71
812 - RED BLOOD CELL DISORDERS W/O MCC,520063,ST JOSEPHS COM HSPTL WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,WI - Milwaukee,11,$11039.00,$4499.00,$3575.72
812 - RED BLOOD CELL DISORDERS W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,23,$14601.65,$4963.73,$4131.21
812 - RED BLOOD CELL DISORDERS W/O MCC,520071,FORT HEALTHCARE,611 SHERMAN AVE E,FORT ATKINSON,WI,53538,WI - Madison,12,$12386.66,$4746.50,$3617.16
812 - RED BLOOD CELL DISORDERS W/O MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,11,$17237.45,$4755.45,$3838.00
812 - RED BLOOD CELL DISORDERS W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,17,$15302.88,$5424.00,$4499.29
812 - RED BLOOD CELL DISORDERS W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,46,$13888.65,$5396.50,$4587.97
812 - RED BLOOD CELL DISORDERS W/O MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,16,$18854.93,$4799.00,$3887.25
812 - RED BLOOD CELL DISORDERS W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,37,$16646.89,$5748.64,$4630.70
812 - RED BLOOD CELL DISORDERS W/O MCC,520095,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,PRAIRIE DU SAC,WI,53578,WI - Madison,14,$8612.35,$5271.07,$4462.50
812 - RED BLOOD CELL DISORDERS W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,46,$14803.30,$5339.08,$4481.26
812 - RED BLOOD CELL DISORDERS W/O MCC,520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,WI - Green Bay,12,$20488.25,$4500.16,$3659.16
812 - RED BLOOD CELL DISORDERS W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,31,$11921.35,$7854.58,$7077.41
812 - RED BLOOD CELL DISORDERS W/O MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,19,$18264.36,$4730.84,$3786.00
812 - RED BLOOD CELL DISORDERS W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,20,$14246.90,$4502.70,$3828.30
812 - RED BLOOD CELL DISORDERS W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,23,$10410.78,$4713.73,$4076.69
812 - RED BLOOD CELL DISORDERS W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,39,$14415.35,$6523.30,$5884.38
812 - RED BLOOD CELL DISORDERS W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,105,$20518.46,$5721.94,$4693.03
812 - RED BLOOD CELL DISORDERS W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,28,$24125.53,$4805.00,$3933.42
812 - RED BLOOD CELL DISORDERS W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,108,$15167.25,$7272.39,$6432.74
812 - RED BLOOD CELL DISORDERS W/O MCC,520189,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,WI - Milwaukee,11,$15200.54,$5048.00,$4024.72
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,31,$85980.87,$32891.64,$31715.77
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,11,$60634.90,$32887.27,$25314.72
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,13,$147931.61,$46859.23,$46211.15
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,11,$115168.54,$30235.81,$29221.36
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,19,$122125.78,$47662.42,$33453.26
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,13,$118110.69,$45746.69,$44399.38
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,21,$142801.42,$48218.71,$46338.09
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520059,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,WI - Milwaukee,11,$62669.45,$26794.00,$20580.81
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,14,$105343.64,$33314.71,$29240.71
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,16,$93182.25,$32915.50,$32003.68
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,43,$80043.18,$33159.32,$30927.18
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,29,$90032.03,$35362.20,$34631.41
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,25,$123248.88,$41977.00,$41106.16
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,16,$44259.75,$28650.12,$27811.12
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,15,$198212.73,$54571.06,$53896.13
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,47,$78254.17,$40457.89,$34691.74
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,38,$132223.65,$60775.36,$54058.15
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,30,$112540.06,$45615.86,$44589.73
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,99,$147002.29,$41744.58,$38819.32
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,25,$88467.40,$30382.40,$29612.84
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520170,WHEATON FRANCISCAN INC - ELMBROOK MEMORIAL,19333 W NORTH AVE,BROOKFIELD,WI,53045,WI - Milwaukee,11,$86103.90,$28055.36,$22359.63
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,25,$118881.08,$55636.36,$55051.64
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,11,$80248.00,$30314.09,$29596.72
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,12,$108520.16,$37372.33,$35768.75
