DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,17,$58858.70,$21461.23,$15646.00
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,13,$64158.23,$23618.61,$17989.07
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,55,$64849.50,$21976.12,$17971.20
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,21,$51019.19,$21353.61,$20441.80
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,12,$67313.00,$18588.50,$17650.50
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,13,$59038.15,$21710.76,$20844.92
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,12,$35837.66,$20728.00,$19612.00
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,89,$88052.78,$31203.69,$28782.61
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,21,$76345.23,$25111.66,$22570.52
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,85,$101760.10,$23704.71,$19869.98
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,12,$78977.58,$18431.08,$17584.75
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,29,$45365.75,$18509.24,$16663.13
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,26,$70306.03,$28565.26,$26018.19
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,23,$51328.47,$19955.52,$13321.39
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,11,$41506.54,$20903.00,$13931.36
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,18,$43159.00,$17532.61,$16788.55
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,12,$43219.33,$15004.66,$14072.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,31,$33179.48,$14767.32,$13831.19
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,26,$60442.84,$22603.26,$19264.30
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,20,$27684.70,$14153.25,$13420.65
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,16,$50473.12,$18437.81,$17596.81
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,28,$34911.03,$15989.64,$13414.75
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,31,$49878.25,$17468.38,$16263.19
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,15,$28949.73,$17085.06,$16188.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,29,$57549.44,$18102.27,$17326.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,19,$47849.21,$19576.15,$15061.52
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,24,$50457.54,$23207.00,$22273.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,11,$34453.09,$15001.18,$14183.72
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,22,$49158.54,$21416.36,$18944.95
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,98,$87348.07,$18733.29,$17987.04
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,17,$26505.94,$14657.76,$13668.35
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,32,$65757.87,$23561.78,$22683.43
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,13,$48073.00,$20000.92,$12457.23
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,11,$31152.00,$14561.27,$13543.81
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,11,$31461.90,$13444.00,$12420.72
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,19,$32263.05,$13308.52,$10582.94
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,12,$32719.83,$12228.00,$11573.00
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,12,$28862.25,$11545.83,$10518.83
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,25,$27731.96,$11977.00,$11077.80
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,17,$48566.64,$15133.94,$14078.11
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,11,$24848.36,$11434.81,$10311.54
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,25,$31791.20,$11482.76,$10459.48
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,29,$42595.27,$13552.75,$12419.62
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,28,$51562.78,$14517.53,$13678.82
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,13,$35349.84,$13694.38,$12918.07
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,16,$40494.62,$18445.31,$17533.56
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,22,$43487.18,$16320.81,$15499.00
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,42,$69599.52,$14690.38,$13248.23
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,22,$21706.81,$11550.50,$9982.50
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,22,$52126.72,$17146.31,$16384.68
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,12,$29416.25,$15182.16,$9751.50
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,22,$72449.72,$19837.36,$18869.90
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,13,$73203.23,$22399.46,$21533.61
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,20,$48962.95,$19402.20,$17177.45
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,17,$49621.29,$17815.23,$16825.82
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,15,$65872.33,$19009.66,$17959.53
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,13,$83754.92,$22402.15,$21712.92
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,54,$64509.33,$22490.51,$19722.16
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,22,$66863.95,$19727.40,$18649.81
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,25,$81425.52,$22507.04,$21743.68
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,30,$66302.56,$23040.13,$20659.83
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,37,$65998.62,$29895.91,$25405.02
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,28,$69015.10,$26529.75,$22809.17
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,91,$102480.72,$23928.85,$21806.70
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,15,$38353.13,$19121.40,$18148.86
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,23,$49926.21,$18355.73,$17233.52
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,36,$36507.61,$14059.80,$11196.19
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,78,$47262.93,$13020.57,$10292.17
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,16,$42098.18,$11792.25,$10807.75
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,39,$54592.84,$13764.74,$11571.25
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,18,$63097.55,$11943.33,$11068.22
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,35,$53533.48,$11433.82,$9769.14
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,81,$38004.90,$12452.17,$10191.41
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,37,$51399.75,$16052.32,$12488.72
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520045,THEDA CLARK MED CTR,130 2ND ST,NEENAH,WI,54956,WI - Neenah,18,$28642.00,$11794.88,$9867.50
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520048,MERCY MED CTR OF OSHKOSH,500 S OAKWOOD RD,OSHKOSH,WI,54904,WI - Neenah,18,$40663.94,$13999.33,$9195.11
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,33,$32766.30,$11046.42,$10158.42
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,22,$64503.50,$15411.31,$12658.04
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520062,OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WI - Milwaukee,15,$44635.46,$11213.53,$10238.86
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,44,$54106.75,$12113.52,$11141.70
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,66,$45867.63,$12582.16,$9560.80
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,27,$50509.40,$14379.96,$10028.88
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,49,$49290.04,$13806.26,$11604.38
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,140,$46868.47,$13315.89,$11813.51
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,36,$44098.91,$12365.61,$10581.91
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,124,$63792.97,$14740.25,$12936.82
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,84,$46525.53,$14286.27,$11400.32
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,WI - Green Bay,16,$49152.75,$13568.93,$9374.06
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,85,$52900.41,$18806.69,$16037.32
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,11,$66171.36,$17170.63,$10179.81
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,21,$49111.19,$12854.28,$9395.90
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,76,$50347.19,$15760.90,$14268.52
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,247,$71711.57,$15230.72,$12109.00
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,58,$26348.13,$11439.75,$9945.87
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,18,$42363.66,$16667.16,$15664.50
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,24,$39019.58,$14027.29,$9872.83
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,51,$42652.41,$14323.82,$10159.58
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,WI - Milwaukee,17,$47907.64,$10297.00,$9300.05
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,13,$59034.00,$16879.84,$9350.15
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,31,$48157.90,$12343.25,$10561.58
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,30,$32765.13,$10833.60,$9150.46
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,73,$43792.89,$13998.13,$11199.71
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,14,$34722.14,$9944.35,$8978.64
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,14,$66551.57,$11261.28,$10374.14
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,26,$45316.73,$9947.80,$8958.69
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,12,$46235.25,$20192.08,$7898.91
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,12,$40586.08,$12096.25,$11160.91
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,47,$41763.17,$12983.40,$10221.97
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,19,$31980.36,$11608.63,$10782.94
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,35,$56187.68,$15021.00,$11007.45
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,WI - Green Bay,16,$40091.12,$11015.93,$7864.62
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,12,$46780.50,$15890.66,$14950.00
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,15,$41140.40,$10788.46,$8394.80
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,30,$47047.00,$14520.80,$13140.13
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,58,$69621.13,$12850.15,$11980.17
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,26,$47244.50,$16675.80,$12511.00
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,520193,AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,WI - Green Bay,14,$39720.92,$15590.00,$8558.85
